receptorIdentificatie;rekentoolVersie;rekenjaar;naamOverheid;naam;toetspuntSoort;grondslag;opmerking;no2Concentratie;noxSRM1;noxSRM2;no2SRM1DirecteUitstoot;no2SRM2DirecteUitstoot;no2SRMConversiebijdrage;no2AchtergrondConcentratie;no2GCN;no2HWNdubtelcorrectie;no2GCNenEigenCorrectie;o3AchtergrondConcentratie;o3GCN;o3HWNdubtelcorrectie;o3GCNenEigenCorrectie;pm10Concentratie;pm10Overschrijdingsdagen;pm10SRM1;pm10SRM2;pm10AchtergrondConcentratie;pm10GCN;pm10HWNdubtelcorrectie;pm10GCNenEigenCorrectie;pm25Concentratie;pm25SRM1;pm25SRM2;pm25AchtergrondConcentratie;pm25GCN;pm25HWNdubtelcorrectie;pm25GCNenEigenCorrectie;ecConcentratie;ecSRM1;ecSRM2;ecAchtergrondConcentratie;ecGCN;ecHWNdubtelcorrectie;ecGCNenEigenCorrectie;geometrie
34366966_1088867;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;16.2049;4.0838;6.9259;0.4443;1.0379;3.6147;11.1080;-999;-3.2820;0.0000;49.5110;-999;-999;-999;14.8532;6.0000;0.5191;0.6621;13.6720;-999;-0.4080;0.0000;7.2196;0.1289;0.2017;6.8890;-999;-0.1010;0.0000;0.4021;0.0197;0.0334;0.3490;-999;-0.0570;0.0000;POINT(126656 488404.313869724)
34366966_1088868;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;15.8030;5.2315;2.2160;0.6478;0.3303;2.1059;12.7190;-999;-2.8210;0.0000;48.7020;-999;-999;-999;16.2651;6.0100;0.7881;0.2390;15.2380;-999;-0.4120;0.0000;8.1453;0.1928;0.0724;7.8800;-999;-0.1050;0.0000;0.4388;0.0271;0.0118;0.4000;-999;-0.0590;0.0000;POINT(117584.25 485678.5)
34366966_1088869;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;13.3000;2.1159;1.7435;0.2850;0.2574;1.2346;11.5230;-999;-0.8170;0.0000;49.5530;-999;-999;-999;15.6631;6.0000;0.3502;0.1809;15.1320;-999;-0.0980;0.0000;8.0786;0.0845;0.0551;7.9390;-999;-0.0280;0.0000;0.4322;0.0110;0.0092;0.4120;-999;-0.0160;0.0000;POINT(120144.5 482008.5)
34366966_1088870;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;12.1315;2.1159;1.7380;0.2850;0.2568;1.2527;10.3370;-999;-0.6580;0.0000;50.3730;-999;-999;-999;14.9974;6.0000;0.3502;0.1802;14.4670;-999;-0.0730;0.0000;7.5974;0.0845;0.0549;7.4580;-999;-0.0230;0.0000;0.4021;0.0110;0.0092;0.3820;-999;-0.0130;0.0000;POINT(120144.5 481975.5)
34366966_1088872;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;15.7198;2.0599;9.3496;0.2459;1.6394;4.0045;9.8300;-999;-2.4400;0.0000;50.1240;-999;-999;-999;14.7580;6.0000;0.2981;1.0299;13.4300;-999;-0.3300;0.0000;7.2106;0.0730;0.3116;6.8260;-999;-0.0890;0.0000;0.3993;0.0101;0.0512;0.3380;-999;-0.0500;0.0000;POINT(128337 481141.826192714)
34366966_1088874;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L Radarweg,Amsterdam;Alle;0;;16.6327;7.4501;2.4635;0.6455;0.3768;2.7334;12.8770;-999;-1.5830;0.0000;48.6510;-999;-999;-999;16.2468;6.0100;0.5376;0.2452;15.4640;-999;-0.2060;0.0000;7.7192;0.1556;0.0746;7.4890;-999;-0.0530;0.0000;0.4084;0.0260;0.0124;0.3700;-999;-0.0300;0.0000;POINT(117489 489647.315341562)
34366966_1088875;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;14.7582;2.6155;1.2082;0.3418;0.1803;1.1150;13.1210;-999;-0.3190;0.0000;48.3340;-999;-999;-999;16.3333;6.0000;0.3199;0.1184;15.8950;-999;-0.0350;0.0000;8.6297;0.0800;0.0357;8.5140;-999;-0.0100;0.0000;0.4845;0.0115;0.0060;0.4670;-999;-0.0060;0.0000;POINT(124001.5 486578)
34366966_1088876;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R Van der Boechorststraat,Amsterdam;Alle;0;;13.0529;0.6792;2.5045;0.1194;0.3549;1.2007;11.3780;-999;-0.7720;0.0000;49.7090;-999;-999;-999;15.2826;6.0000;0.1140;0.2596;14.9090;-999;-0.0910;0.0000;7.8420;0.0269;0.0791;7.7360;-999;-0.0270;0.0000;0.4129;0.0036;0.0133;0.3960;-999;-0.0150;0.0000;POINT(119170 482821.678948587)
34366966_1088877;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R Van der Boechorststraat,Amsterdam;Alle;0;;13.1739;0.6428;2.7561;0.1130;0.3874;1.2955;11.3780;-999;-0.7720;0.0000;49.7090;-999;-999;-999;15.3028;6.0000;0.1079;0.2859;14.9090;-999;-0.0910;0.0000;7.8486;0.0254;0.0872;7.7360;-999;-0.0270;0.0000;0.4140;0.0034;0.0146;0.3960;-999;-0.0150;0.0000;POINT(119170 482931.678948587)
34366966_1088879;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;14.7127;5.8230;1.9098;0.7991;0.2559;2.1586;11.4990;-999;-0.9710;0.0000;49.6570;-999;-999;-999;16.0856;6.0200;0.7427;0.1679;15.1750;-999;-0.1250;0.0000;7.8318;0.1881;0.0507;7.5930;-999;-0.0330;0.0000;0.4233;0.0291;0.0092;0.3850;-999;-0.0180;0.0000;POINT(116322 488613.5)
34366966_1088881;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L Contactweg,Amsterdam;Alle;0;;13.7737;1.5665;1.3807;0.1158;0.2069;0.9689;12.4820;-999;-2.0380;0.0000;48.8000;-999;-999;-999;16.4807;6.0000;0.1165;0.1392;16.2250;-999;-0.2850;0.0000;7.9465;0.0322;0.0423;7.8720;-999;-0.0720;0.0000;0.3739;0.0058;0.0071;0.3610;-999;-0.0400;0.0000;POINT(118770 489539.067971811)
34366966_1088882;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;15.0289;2.9268;1.5288;0.3622;0.2320;1.3136;13.1210;-999;-0.3190;0.0000;48.3340;-999;-999;-999;16.4689;6.0000;0.4239;0.1500;15.8950;-999;-0.0350;0.0000;8.6632;0.1038;0.0453;8.5140;-999;-0.0100;0.0000;0.4886;0.0140;0.0076;0.4670;-999;-0.0060;0.0000;POINT(124914.5 486553.399999618)
34366966_1088883;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;14.9374;2.6834;1.5196;0.3321;0.2306;1.2537;13.1210;-999;-0.3190;0.0000;48.3340;-999;-999;-999;16.4326;6.0000;0.3887;0.1490;15.8950;-999;-0.0350;0.0000;8.6542;0.0952;0.0450;8.5140;-999;-0.0100;0.0000;0.4874;0.0129;0.0075;0.4670;-999;-0.0060;0.0000;POINT(124914.5 486579.899999618)
34366966_1088885;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;16.6975;5.4893;3.4790;0.7418;0.4779;2.5998;12.8780;-999;-3.1520;0.0000;48.3170;-999;-999;-999;16.2486;6.0100;0.8101;0.3635;15.0750;-999;-0.4350;0.0000;8.2028;0.1989;0.1109;7.8930;-999;-0.1100;0.0000;0.4611;0.0275;0.0186;0.4150;-999;-0.0610;0.0000;POINT(121042.5 483061.899999618)
34366966_1088886;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;16.5952;7.1861;2.5373;0.8433;0.3777;2.6552;12.7190;-999;-2.8210;0.0000;48.7020;-999;-999;-999;16.4465;6.0000;0.9334;0.2752;15.2380;-999;-0.4120;0.0000;8.1979;0.2346;0.0833;7.8800;-999;-0.1050;0.0000;0.4489;0.0354;0.0135;0.4000;-999;-0.0590;0.0000;POINT(117666.5 485678.699999809)
34366966_1088888;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;13.6521;2.2519;2.5301;0.3457;0.4062;1.5622;11.3380;-999;-0.6500;0.0000;49.9710;-999;-999;-999;15.3854;6.0000;0.4327;0.2597;14.6930;-999;-0.0770;0.0000;7.6211;0.1031;0.0790;7.4390;-999;-0.0240;0.0000;0.4266;0.0123;0.0133;0.4010;-999;-0.0130;0.0000;POINT(114915 484122.737813392)
34366966_1088889;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;15.9857;3.0275;3.7618;0.4092;0.5134;2.1852;12.8780;-999;-3.1520;0.0000;48.3170;-999;-999;-999;15.9138;6.0000;0.4468;0.3920;15.0750;-999;-0.4350;0.0000;8.1223;0.1097;0.1196;7.8930;-999;-0.1100;0.0000;0.4503;0.0152;0.0201;0.4150;-999;-0.0610;0.0000;POINT(121043 483113.100000382)
37161516_1088892;2021-rbl_20210416_b450dd4f12;2030;Hoogheemraadschap Hollands Noorderkwartier;L ,;Alle;0;;8.5272;0.0000;0.3091;0.0000;0.0468;0.1505;8.3300;-999;0.0000;0.0000;51.4900;-999;-999;-999;12.9798;6.0000;0.0000;0.0298;12.9500;-999;0.0000;0.0000;6.3870;0.0000;0.0090;6.3780;-999;0.0000;0.0000;0.2995;0.0000;0.0015;0.2980;-999;0.0000;0.0000;POINT(130323 489050.05725645)
34366966_1088893;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;16.1974;1.9920;4.0958;0.2316;0.5457;2.1001;13.3200;-999;-2.1200;0.0000;48.2550;-999;-999;-999;17.0447;6.0400;0.2579;0.4127;16.3740;-999;-0.3060;0.0000;8.6829;0.0645;0.1254;8.4930;-999;-0.0760;0.0000;0.4687;0.0094;0.0212;0.4380;-999;-0.0430;0.0000;POINT(118131.75 488720.199999809)
34366966_1088895;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;13.9269;3.5669;1.9584;0.4546;0.2834;1.6659;11.5230;-999;-0.8170;0.0000;49.5530;-999;-999;-999;15.8876;6.0000;0.5516;0.2040;15.1320;-999;-0.0980;0.0000;8.1353;0.1341;0.0622;7.9390;-999;-0.0280;0.0000;0.4403;0.0179;0.0104;0.4120;-999;-0.0160;0.0000;POINT(120724 482362.400000095)
34366966_1088896;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;13.9176;3.5669;1.9405;0.4546;0.2813;1.6587;11.5230;-999;-0.8170;0.0000;49.5530;-999;-999;-999;15.8857;6.0000;0.5516;0.2021;15.1320;-999;-0.0980;0.0000;8.1347;0.1341;0.0616;7.9390;-999;-0.0280;0.0000;0.4402;0.0179;0.0103;0.4120;-999;-0.0160;0.0000;POINT(120724 482327.599999905)
34366966_1088899;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L Radarweg,Amsterdam;Alle;0;;16.5678;5.2122;3.6860;0.4516;0.5701;2.6691;12.8770;-999;-1.5830;0.0000;48.6510;-999;-999;-999;16.2070;6.0100;0.3761;0.3668;15.4640;-999;-0.2060;0.0000;7.7096;0.1089;0.1117;7.4890;-999;-0.0530;0.0000;0.4067;0.0182;0.0186;0.3700;-999;-0.0300;0.0000;POINT(117444 489538.504900731)
34366966_1088900;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L Derkinderenstraat,Amsterdam;Alle;0;;14.3485;2.1624;2.6848;0.2532;0.3996;1.6077;12.0880;-999;-2.5220;0.0000;49.0650;-999;-999;-999;16.0559;6.0300;0.2286;0.2933;15.5340;-999;-0.3660;0.0000;8.2725;0.0597;0.0887;8.1240;-999;-0.0920;0.0000;0.4366;0.0094;0.0142;0.4130;-999;-0.0520;0.0000;POINT(117748 486147)
34366966_1088901;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L Derkinderenstraat,Amsterdam;Alle;0;;14.2713;1.9172;2.7007;0.2245;0.4020;1.5568;12.0880;-999;-2.5220;0.0000;49.0650;-999;-999;-999;16.0317;6.0300;0.2026;0.2951;15.5340;-999;-0.3660;0.0000;8.2662;0.0530;0.0893;8.1240;-999;-0.0920;0.0000;0.4357;0.0083;0.0143;0.4130;-999;-0.0520;0.0000;POINT(117748 486111.5)
34366966_1088902;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L Derkinderenstraat,Amsterdam;Alle;0;;15.2328;2.6805;2.8126;0.3386;0.4183;1.7569;12.7190;-999;-2.8210;0.0000;48.7020;-999;-999;-999;15.8556;6.0000;0.3102;0.3075;15.2380;-999;-0.4120;0.0000;8.0523;0.0792;0.0931;7.8800;-999;-0.1050;0.0000;0.4271;0.0121;0.0150;0.4000;-999;-0.0590;0.0000;POINT(117748 485942.5)
34366966_1088903;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;15.1765;3.6296;1.3489;0.4419;0.2033;1.4103;13.1210;-999;-0.3190;0.0000;48.3340;-999;-999;-999;16.5275;6.0000;0.5003;0.1322;15.8950;-999;-0.0350;0.0000;8.6775;0.1236;0.0399;8.5140;-999;-0.0100;0.0000;0.4909;0.0172;0.0067;0.4670;-999;-0.0060;0.0000;POINT(124548.25 486579.199999809)
34366966_1088904;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;15.8015;5.4173;1.3513;0.6595;0.2038;1.8172;13.1210;-999;-0.3190;0.0000;48.3340;-999;-999;-999;16.7742;6.0100;0.7467;0.1325;15.8950;-999;-0.0350;0.0000;8.7385;0.1845;0.0400;8.5140;-999;-0.0100;0.0000;0.4993;0.0256;0.0067;0.4670;-999;-0.0060;0.0000;POINT(124548.25 486554.899999618)
34366966_1088905;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;14.9653;3.3933;2.8850;0.4034;0.3997;1.9651;12.1970;-999;-4.3130;0.0000;48.7540;-999;-999;-999;15.3707;6.0000;0.4277;0.2990;14.6440;-999;-0.6060;0.0000;7.7542;0.1080;0.0912;7.5550;-999;-0.1520;0.0000;0.4267;0.0164;0.0153;0.3950;-999;-0.0850;0.0000;POINT(119796.5 483115.699999809)
34366966_1088906;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;14.5843;2.0910;3.0183;0.2486;0.4167;1.7220;12.1970;-999;-4.3130;0.0000;48.7540;-999;-999;-999;15.2202;6.0000;0.2636;0.3127;14.6440;-999;-0.6060;0.0000;7.7170;0.0666;0.0954;7.5550;-999;-0.1520;0.0000;0.4211;0.0101;0.0160;0.3950;-999;-0.0850;0.0000;POINT(119796.5 483148.300000191)
34366966_1088907;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;15.6705;2.7648;2.0084;0.3837;0.2764;1.4534;13.5570;-999;-0.5730;0.0000;48.1150;-999;-999;-999;17.0462;6.0400;0.4378;0.2094;16.3990;-999;-0.0710;0.0000;9.0543;0.1064;0.0638;8.8840;-999;-0.0200;0.0000;0.5049;0.0142;0.0107;0.4800;-999;-0.0110;0.0000;POINT(121060.5 484145.5)
34366966_1088913;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;16.2069;6.1446;2.4328;0.7355;0.3621;2.3902;12.7190;-999;-2.8210;0.0000;48.7020;-999;-999;-999;16.3162;6.0000;0.8145;0.2636;15.2380;-999;-0.4120;0.0000;8.1639;0.2040;0.0799;7.8800;-999;-0.1050;0.0000;0.4434;0.0304;0.0129;0.4000;-999;-0.0590;0.0000;POINT(117653 485729.199999809)
34366966_1088914;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R Gooiseweg,Amsterdam;Alle;0;;13.3567;1.5373;2.0891;0.2361;0.3400;1.2006;11.5800;-999;-1.4000;0.0000;49.0760;-999;-999;-999;14.5579;6.0000;0.1551;0.2179;14.1850;-999;-0.1850;0.0000;7.4095;0.0404;0.0661;7.3030;-999;-0.0510;0.0000;0.3922;0.0062;0.0110;0.3750;-999;-0.0290;0.0000;POINT(126245 480739.615808954)
34366966_1088915;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;16.4970;8.4382;2.2089;0.8559;0.3166;2.8425;12.4820;-999;-2.0380;0.0000;48.7000;-999;-999;-999;17.2463;6.0800;0.7974;0.2239;16.2250;-999;-0.2850;0.0000;8.1531;0.2129;0.0682;7.8720;-999;-0.0720;0.0000;0.4065;0.0341;0.0114;0.3610;-999;-0.0400;0.0000;POINT(118261 489441.099999905)
34366966_1088918;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;14.6937;2.4580;1.2220;0.3010;0.1827;1.0889;13.1210;-999;-0.3190;0.0000;48.3340;-999;-999;-999;16.2883;6.0100;0.2736;0.1197;15.8950;-999;-0.0350;0.0000;8.6200;0.0699;0.0361;8.5140;-999;-0.0100;0.0000;0.4834;0.0103;0.0061;0.4670;-999;-0.0060;0.0000;POINT(124102 486615.77536094)
34366966_1088920;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;13.3873;2.0033;1.6514;0.2393;0.2546;1.1763;11.7170;-999;-0.6430;0.0000;49.6170;-999;-999;-999;15.3460;6.0000;0.2718;0.1723;14.9020;-999;-0.0780;0.0000;7.7201;0.0678;0.0524;7.6000;-999;-0.0240;0.0000;0.4188;0.0101;0.0087;0.4000;-999;-0.0130;0.0000;POINT(116646 485499.400000095)
34366966_1088921;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;13.3778;2.0033;1.6343;0.2393;0.2518;1.1697;11.7170;-999;-0.6430;0.0000;49.6170;-999;-999;-999;15.3443;6.0000;0.2718;0.1705;14.9020;-999;-0.0780;0.0000;7.7196;0.0678;0.0518;7.6000;-999;-0.0240;0.0000;0.4187;0.0101;0.0086;0.4000;-999;-0.0130;0.0000;POINT(116646 485528.599999905)
34366966_1088923;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;13.6689;2.7548;2.0240;0.3528;0.2893;1.5037;11.5230;-999;-0.8170;0.0000;49.5530;-999;-999;-999;15.7162;6.0000;0.3736;0.2106;15.1320;-999;-0.0980;0.0000;8.0969;0.0937;0.0642;7.9390;-999;-0.0280;0.0000;0.4372;0.0145;0.0107;0.4120;-999;-0.0160;0.0000;POINT(120374.5 482670.5)
34366966_1088926;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L Laan van Vlaanderen,Amsterdam;Alle;0;;13.1463;1.8037;2.6706;0.2217;0.4278;1.5368;10.9600;-999;-0.7860;0.0000;50.1970;-999;-999;-999;15.3841;6.0000;0.2547;0.2764;14.8530;-999;-0.0970;0.0000;7.7612;0.0632;0.0841;7.6140;-999;-0.0280;0.0000;0.4246;0.0105;0.0141;0.4000;-999;-0.0160;0.0000;POINT(115799 484295)
34366966_1088927;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R Laan van Vlaanderen,Amsterdam;Alle;0;;13.7349;3.3453;2.7387;0.4113;0.4390;1.9247;10.9600;-999;-0.7860;0.0000;50.1970;-999;-999;-999;15.6089;6.0000;0.4724;0.2835;14.8530;-999;-0.0970;0.0000;7.8174;0.1171;0.0862;7.6140;-999;-0.0280;0.0000;0.4338;0.0194;0.0145;0.4000;-999;-0.0160;0.0000;POINT(115799 484260)
34366966_1088928;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;15.7461;2.0599;9.3994;0.2459;1.6487;4.0214;9.8300;-999;-2.4400;0.0000;50.1240;-999;-999;-999;14.7631;6.0000;0.2981;1.0350;13.4300;-999;-0.3300;0.0000;7.2121;0.0730;0.3131;6.8260;-999;-0.0890;0.0000;0.3995;0.0101;0.0514;0.3380;-999;-0.0500;0.0000;POINT(128311 481141.826192714)
34366966_1088929;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;14.4635;1.2268;2.1626;0.1496;0.3258;1.1691;12.8190;-999;-2.8210;0.0000;48.6020;-999;-999;-999;15.6367;6.0000;0.1698;0.2289;15.2380;-999;-0.4120;0.0000;7.9916;0.0421;0.0695;7.8800;-999;-0.1050;0.0000;0.4175;0.0061;0.0115;0.4000;-999;-0.0590;0.0000;POINT(117303 485011.699999809)
34366966_1088930;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R Radarweg,Amsterdam;Alle;0;;13.8637;2.0034;1.4206;0.1692;0.2178;1.0917;12.3850;-999;-0.6250;0.0000;49.0160;-999;-999;-999;16.2007;6.0100;0.1917;0.1410;15.8680;-999;-0.0720;0.0000;7.5552;0.0493;0.0429;7.4630;-999;-0.0210;0.0000;0.3634;0.0083;0.0072;0.3480;-999;-0.0120;0.0000;POINT(117527 490693.498387114)
34366966_1088932;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;15.7631;5.8939;2.9722;0.5780;0.4120;2.5761;12.1970;-999;-4.3130;0.0000;48.7540;-999;-999;-999;15.4323;6.0000;0.4802;0.3081;14.6440;-999;-0.6060;0.0000;7.7874;0.1384;0.0940;7.5550;-999;-0.1520;0.0000;0.4358;0.0251;0.0158;0.3950;-999;-0.0850;0.0000;POINT(119624 483111.600000382)
34366966_1088934;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;12.0836;1.8736;1.8164;0.2486;0.2685;1.2295;10.3370;-999;-0.6580;0.0000;50.4730;-999;-999;-999;14.9565;6.0000;0.3006;0.1889;14.4670;-999;-0.0730;0.0000;7.5883;0.0728;0.0575;7.4580;-999;-0.0230;0.0000;0.4018;0.0102;0.0096;0.3820;-999;-0.0130;0.0000;POINT(120696.5 481987.5)
34366966_1088935;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;13.2518;1.8736;1.8254;0.2486;0.2693;1.2109;11.5230;-999;-0.8170;0.0000;49.5530;-999;-999;-999;15.6225;6.0000;0.3006;0.1899;15.1320;-999;-0.0980;0.0000;8.0696;0.0728;0.0578;7.9390;-999;-0.0280;0.0000;0.4319;0.0102;0.0097;0.4120;-999;-0.0160;0.0000;POINT(120696.5 482020.5)
34366966_1088936;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;12.0582;1.7572;1.8787;0.2104;0.2781;1.2327;10.3370;-999;-0.6580;0.0000;50.4730;-999;-999;-999;14.9103;6.0000;0.2476;0.1956;14.4670;-999;-0.0730;0.0000;7.5785;0.0609;0.0596;7.4580;-999;-0.0230;0.0000;0.4010;0.0091;0.0099;0.3820;-999;-0.0130;0.0000;POINT(120856.5 481991.5)
34366966_1088937;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;13.2281;1.7572;1.8909;0.2104;0.2793;1.2154;11.5230;-999;-0.8170;0.0000;49.5530;-999;-999;-999;15.5765;6.0000;0.2476;0.1969;15.1320;-999;-0.0980;0.0000;8.0599;0.0609;0.0600;7.9390;-999;-0.0280;0.0000;0.4311;0.0091;0.0100;0.4120;-999;-0.0160;0.0000;POINT(120856.5 482024.5)
34366966_1088938;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;13.6494;2.2519;2.5251;0.3457;0.4054;1.5603;11.3380;-999;-0.6500;0.0000;49.9710;-999;-999;-999;15.3849;6.0000;0.4327;0.2592;14.6930;-999;-0.0770;0.0000;7.6209;0.1031;0.0788;7.4390;-999;-0.0240;0.0000;0.4266;0.0123;0.0132;0.4010;-999;-0.0130;0.0000;POINT(114889 484122.737813392)
34366966_1088944;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;13.6700;2.7548;2.0263;0.3528;0.2895;1.5047;11.5230;-999;-0.8170;0.0000;49.5530;-999;-999;-999;15.7165;6.0000;0.3736;0.2109;15.1320;-999;-0.0980;0.0000;8.0970;0.0937;0.0643;7.9390;-999;-0.0280;0.0000;0.4372;0.0145;0.0108;0.4120;-999;-0.0160;0.0000;POINT(120409.5 482670.5)
34366966_1088945;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;13.9308;4.0125;1.9466;0.5007;0.2846;1.7675;11.3780;-999;-0.7720;0.0000;49.6090;-999;-999;-999;15.7016;6.0000;0.5915;0.2011;14.9090;-999;-0.0910;0.0000;7.9421;0.1449;0.0612;7.7360;-999;-0.0270;0.0000;0.4263;0.0200;0.0102;0.3960;-999;-0.0150;0.0000;POINT(119145.75 482316.199999809)
34366966_1088946;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;17.6122;4.5474;6.3268;0.5206;0.9410;3.4317;12.7190;-999;-2.8210;0.0000;48.6020;-999;-999;-999;16.4133;6.0000;0.4789;0.6964;15.2380;-999;-0.4120;0.0000;8.2140;0.1247;0.2093;7.8800;-999;-0.1050;0.0000;0.4525;0.0193;0.0333;0.4000;-999;-0.0590;0.0000;POINT(117929.75 485011)
34366966_1088947;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R Van der Boechorststraat,Amsterdam;Alle;0;;14.2500;0.7614;3.0115;0.1339;0.4204;1.3988;12.2970;-999;-4.3130;0.0000;48.7540;-999;-999;-999;15.0844;6.0000;0.1278;0.3127;14.6440;-999;-0.6060;0.0000;7.6805;0.0301;0.0953;7.5550;-999;-0.1520;0.0000;0.4150;0.0040;0.0160;0.3950;-999;-0.0850;0.0000;POINT(119194 483018.208243919)
34366966_1088948;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R Van der Boechorststraat,Amsterdam;Alle;0;;13.1449;0.6747;2.6786;0.1186;0.3772;1.2711;11.3780;-999;-0.7720;0.0000;49.7090;-999;-999;-999;15.3001;6.0000;0.1132;0.2779;14.9090;-999;-0.0910;0.0000;7.8474;0.0267;0.0847;7.7360;-999;-0.0270;0.0000;0.4138;0.0036;0.0142;0.3960;-999;-0.0150;0.0000;POINT(119194 482908.208243919)
34366966_1088949;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R Van der Boechorststraat,Amsterdam;Alle;0;;13.0113;0.6490;2.4500;0.1141;0.3477;1.1715;11.3780;-999;-0.7720;0.0000;49.7090;-999;-999;-999;15.2719;6.0000;0.1089;0.2539;14.9090;-999;-0.0910;0.0000;7.8391;0.0257;0.0774;7.7360;-999;-0.0270;0.0000;0.4124;0.0034;0.0130;0.3960;-999;-0.0150;0.0000;POINT(119194 482798.208243919)
34366966_1088953;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;14.7130;6.1858;1.9821;0.7729;0.2894;2.2726;11.3780;-999;-0.7720;0.0000;49.6090;-999;-999;-999;16.0142;6.0300;0.9004;0.2048;14.9090;-999;-0.0910;0.0000;8.0195;0.2211;0.0623;7.7360;-999;-0.0270;0.0000;0.4372;0.0308;0.0104;0.3960;-999;-0.0150;0.0000;POINT(119082.5 482356)
